paper_id,title,year,industry_category,outcome_keyword,outcome_enhanced,pos_matches,neg_matches,neu_matches
38817033,Selective Reduction of Socioeconomic Disparities in the Experimental Tobacco Marketplace: Effects of Cigarette and E-cigarette Flavor Restrictions.,2024,COI Declared,Not coded,Positive,cessation,,
38817029,What Will It Take to Achieve Equity in Policies Restricting Menthol and Other Flavored Nicotine and Commercial Tobacco Products?,2024,Independent,Not coded,Not applicable,,,
38817026,Youth and Young Adult Awareness of and Perceptions About Tobacco Marketing as a Social Justice Issue.,2024,Independent,Not coded,Not applicable,,,
38817024,Community Voices: A Qualitative Study Exploring Perceptions of Menthol Cigarette Sales Restrictions in Los Angeles County Among Black Adults Who Smoke Menthol Cigarettes.,2024,Independent,Positive,Mixed,cessation; helpful,mortality; industry interference,
38804329,[What does Harm Reduction in Tobacco Use means to Public Health].,2024,Independent,Mixed,Mixed,cessation; harm reduction,harmful; addictive; negative effect,
38801769,"e-Cigarette Tobacco Flavors, Public Health, and Toxicity: Narrative Review.",2024,Independent,Not coded,Neutral,,,further research
38792437,Exploring Vaping Patterns and Weight Management-Related Concerns among Adolescents and Young Adults: A Systematic Review.,2024,Independent,Positive,Neutral,harm reduction,,further research
38718067,Sources of exposure to non-tobacco nicotine electronic nicotine delivery systems and associations with susceptibility to use and use behaviors among young adults in the United States.,2024,Independent,Not coded,Not applicable,,,
38709500,Cytisinicline for Vaping Cessation in Adults Using Nicotine E-Cigarettes: The ORCA-V1 Randomized Clinical Trial.,2024,Independent,Positive,Positive,cessation; quit ; well tolerated; efficacy,,
38708820,Reengineering Addiction - The Tobacco Industry's Potential Response to a Nicotine Standard for Cigarettes.,2024,Independent,Not coded,Not applicable,,,
38703079,Commercial Tobacco and Nicotine Industry-Funded Research Has No Place in SRNT and Nicotine & Tobacco Research.,2024,Independent,Not coded,Not applicable,,,
38695345,Quantifying Cigarette and e-Cigarette Marketing Exposure Among Chinese Adolescents Using Ecological Momentary Assessment.,2024,COI Declared,Not coded,Negative,,youth smoking,
38694286,A case report of vaping-associated sudden cardiac arrest in a young healthy patient.,2024,Independent,Not coded,Not applicable,,,
38669894,Uncontrolled vaping and restraint strategies: A qualitative study.,2024,COI Declared,Not coded,Positive,effective; tobacco control programs and interventions should consider leveraging restraint strategies that people who vape are naturally using and perceive to be effective,,
38668958,Comparison of Acute Effects of E-cigarettes With and Without Nicotine and Tobacco Cigarettes on Hemodynamic and Endothelial Parameters: A Systematic Review and Meta-analysis.,2024,Independent,Not coded,Not applicable,,,
38642396,Adapting a Financial Incentives Intervention for Smoking Cessation With Alaska Native Families: Phase 1 Qualitative Research to Inform the Aniqsaaq (To Breathe) Study.,2024,COI Declared,Not coded,Positive,cessation,,
38638766,Unveiling the Impact of Electronic Cigarettes (EC) on Health: An Evidence-Based Review of EC as an Alternative to Combustible Cigarettes.,2024,Independent,Not coded,Negative,,health concern,
38635973,Are People More Likely to Vape or Smoke Indoors? A Population Survey of Adults in England.,2024,COI Declared,Not coded,Positive,benefits,,
38635413,Tobacco Control in Denmark: How the Ugly Duckling Turned into a Swan.,2024,Independent,Positive,Positive,"improved; effective ; tobacco control. implications: in this study, there was a consensus that seven factors strongly influenced the political will to comprehensively strengthen the national tobacco control in denmark in a short time: national data and evidence; a nationwide alliance with broad partnerships; a strict focus on children and young people; continuous media coverage; intensive lobbying by many different advocates; making it a community agenda-not a political one, and effective",,
38632570,Characterising smoking and nicotine use behaviours among women of reproductive age: a 10-year population study in England.,2024,COI Declared,Not coded,Positive,quitting,,
38632388,Multi-ancestry meta-analysis of tobacco use disorder identifies 461 potential risk genes and reveals associations with multiple health outcomes.,2024,COI Declared,Not coded,Negative,,heart disease,
38602734,"Vaping: Public Health, Social Media, and Toxicity.",2024,Independent,Positive,Positive,harm reduction,,
38597729,Pharmacokinetics and Pharmacodynamics of Inhaled Nicotine Salt and Free-Base Using an E-cigarette: A Randomized Crossover Study.,2024,Tobacco Company,Not coded,Mixed,cessation,health risk,
38582919,"An exploratory, randomised, crossover study to investigate the effect of nicotine on cognitive function in healthy adult smokers who use an electronic cigarette after a period of smoking abstinence.",2024,Tobacco Company,Neutral,Neutral,improved,,no significant
38567079,Dynamic changes in fungal communities and functions in different air-curing stages of cigar tobacco leaves.,2024,Independent,Not coded,Not applicable,,,
38555932,UK tobacco and vapes bill one step closer.,2024,Independent,Not coded,Not applicable,,,
38546445,"Implementation, enrollment, and engagement in an opt-out telehealth pharmacist-assisted tobacco treatment program for patients seen in oncology outpatient clinics.",2024,Independent,Positive,Positive,cessation,,
38531767,"Comparison of Indicators of Dependence for Vaping and Smoking: Trends Between 2017 and 2022 Among Youth in Canada, England, and the United States.",2024,COI Declared,Negative,Negative,,dependence,
38514347,Challenges for Scientific Societies: New Tobacco-Derived Products.,2024,Independent,Not coded,Not applicable,,,
38503709,Factors Associated With Successful E-Cigarette Cessation Among a Convenience Sample of Adult Users.,2024,Independent,Positive,Positive,cessation; quit ; quitting; effectiveness; successful,,
38502116,Dual-Vaping of Nicotine and Cannabis Among Adults Who Currently Use Tobacco Products in Five New England States.,2024,COI Declared,Not coded,Not applicable,,,
38482972,Co-action and changes in alcohol use during a smoking cessation attempt.,2024,COI Declared,Positive,Positive,cessation; quit ,,
38482508,"Decisions of the FDA on premarket tobacco product applications: Changes in the number of unique devices and liquids used by US adults who frequently use electronic nicotine delivery systems, 2020-2023.",2024,COI Declared,Not coded,Neutral,effective,,further research
38474659,Extraction and Purification of Nicotine from Tobacco Rhizomes by Supercritical CO,2024,Independent,Not coded,Not applicable,,,
38463000,Suggestions to Avoid Perpetuating Tobacco Industry Reduced-Harm Marketing Tropes.,2024,Independent,Not coded,Not applicable,,,
38461745,"Social media use, brand engagement, and tobacco product initiation among youth: Evidence from a prospective cohort study.",2024,Independent,Not coded,Not applicable,,,
38444949,Polyaspartic acid increases potassium content and reduces the ratio of total sugar to nicotine in tobacco leaves.,2024,Independent,Not coded,Not applicable,,,
38434019,Analysis of differences in aroma and sensory characteristics of the mainstream smoke of six cigars.,2024,Independent,Not coded,Not applicable,,,
38429123,The effect of branded versus standardized e-cigarette packaging and device designs: an experimental study of youth interest in vaping products.,2024,COI Declared,Not coded,Not applicable,,,
38422713,The association between excise taxes and smoking and vaping transitions-Findings from the 2016-2020 ITC United States surveys.,2024,COI Declared,Positive,Positive,quit smoking; effective ; encouraging,,
38401171,What Is (Un)Flavored? A Scoping Review of the Conceptualization of Flavored Cigarillos.,2024,Independent,Not coded,Not applicable,,,
38393754,Changes in Oral Health and Dental Esthetic in Smokers Switching to Combustion-Free Nicotine Alternatives: Protocol for a Multicenter and Prospective Randomized Controlled Trial.,2024,Tobacco Company,Not coded,Positive,cessation; quit ; benefits,,
38383592,"Blood and urine multi-omics analysis of the impact of e-vaping, smoking, and cessation: from exposome to molecular responses.",2024,Tobacco Company,Not coded,Not applicable,,,
38375169,Content analysis of IQOS direct mail and email marketing in the US.,2024,COI Declared,Not coded,Not applicable,,,
38363096,Policy and Practice Changes Associated with a Tobacco-Free Initiative in Residential Substance Use Disorder Treatment.,2025,Independent,Positive,Not applicable,,,
38362270,Effect of an intensive tobacco cessation program on the smoker narrative: A content analysis and grounded theory.,2024,COI Declared,Negative,Mixed,cessation; abstinence,dependence; nicotine dependence,
38331086,Comparative systematic review on the safety of e-cigarettes and conventional cigarettes.,2024,COI Declared,Not coded,Not applicable,,,
38328200,Artificial Sweeteners in US-Marketed Oral Nicotine Pouch Products: Correlation with Nicotine Contents and Effects on Product Preference.,2024,Independent,Not coded,Negative,,initiation,
38321493,Technology-based interventions for tobacco smoking prevention and treatment: a 20-year bibliometric analysis (2003-2022).,2024,Independent,Not coded,Mixed,cessation; effectiveness; efficacy,health concern; targeting young; relapse,
38316465,Pharmaceuticalisation as the tobacco industry's endgame.,2024,Independent,Not coded,Not applicable,,,
38312998,Nicotine and Cardiovascular Health: When Poison is Addictive - a WHF Policy Brief.,2024,COI Declared,Not coded,Negative,,exploiting,
38270342,Initial Validation of a Computerized Adaptive Test for Substance Use Disorder Identification in Adolescents.,2024,Independent,Not coded,Not applicable,,,
38247155,Use of Brand Engagement Appeals in US Cigarette and E-Cigarettes Ads (2019-2020).,2024,Independent,Not coded,Not applicable,,,
38232105,The commercial promotion of electronic cigarettes on social media and its influence on positive perceptions of vaping and vaping behaviours in Anglophone countries: A scoping review.,2024,Independent,Not coded,Positive,harm reduction,,
38226008,"""Tobacco-free nicotine"" electronic cigarette perceptions and use among adolescents and adults in five New England states.",2024,COI Declared,Not coded,Not applicable,,,
38214664,"Associations of Prevalence of E-cigarette Use With Quit Attempts, Quit Success, Use of Smoking Cessation Medication, and the Overall Quit Rate Among Smokers in England: A Time-Series Analysis of Population Trends 2007-2022.",2024,Independent,Positive,Neutral,cessation; quit ; quitting; successfully; helped,,no clear
38214037,An Introduction and Practical Guide to Strategies for Analyzing Longitudinal Data in Clinical Trials of Smoking Cessation Treatment: Beyond Dichotomous Point-Prevalence Outcomes.,2024,Independent,Positive,Mixed,cessation; abstinence,dependence; relapse,
